id,name,rfs_year,status,length,ownership_category,big_tech_owners,owners,has_google,has_meta,has_microsoft,has_amazon
danice,DANICE,2009.0,In service,"2,304 km",telco_consortium,,Farice,False,False,False,False
dos-continentes-l-ll,DOS CONTINENTES l & ll,2020.0,In service,95 km,telco_consortium,,GTD España,False,False,False,False
daito-loop,Daito Loop,2025.0,In service,18 km,telco_consortium,,Okinawa Prefecture,False,False,False,False
dalian-yantai-cable,Dalian-Yantai Cable,1998.0,In service,146 km,telco_consortium,,China Telecom,False,False,False,False
danica-north,Danica North,1998.0,In service,25 km,telco_consortium,,Colt,False,False,False,False
darwin-jakarta-singapore-cable-djsc,Darwin-Jakarta-Singapore Cable (DJSC),2023.0,In service,"1,000 km",telco_consortium,,Vocus Communications,False,False,False,False
deep-blue-one,Deep Blue One,2024.0,In service,"2,250 km",telco_consortium,,Digicel,False,False,False,False
denmark-sweden-17,Denmark-Sweden 17,1994.0,In service,11 km,telco_consortium,,"TDC Group, Tele2",False,False,False,False
denmark-sweden-18,Denmark-Sweden 18,1996.0,In service,,telco_consortium,,"TDC Group, Telenor",False,False,False,False
denpasar-waingapu-cable-systems,Denpasar-Waingapu Cable Systems,2019.0,In service,814 km,telco_consortium,,Moratelindo,False,False,False,False
dhiraagu-cable-network,Dhiraagu Cable Network,2012.0,In service,"1,253 km",telco_consortium,,Dhiraagu,False,False,False,False
dhiraagu-slt-submarine-cable-network,Dhiraagu-SLT Submarine Cable Network,2007.0,In service,850 km,telco_consortium,,"Dhiraagu, Sri Lanka Telecom",False,False,False,False
didon,Didon,2014.0,In service,170 km,telco_consortium,,"Ooredoo Tunisie, Orange Tunisie",False,False,False,False
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),2021.0,In service,"4,854 km",telco_consortium,,"Djibouti Telecom, Hormuud Telecom Somalia, Somtel International, Telkom Kenya",False,False,False,False
domestic-submarine-cable-of-maldives-dscom,Domestic Submarine Cable of Maldives (DSCoM),2024.0,In service,286 km,telco_consortium,,"Dhiraagu, Ooredoo Maldives",False,False,False,False
dumai-melaka-cable-system-dmcs,Dumai-Melaka Cable System (DMCS),2005.0,In service,159 km,telco_consortium,,"Telekom Malaysia, Telkom Indonesia",False,False,False,False
e-finest,E-FINEST,2019.0,In service,,telco_consortium,,Elisa Corporation,False,False,False,False
e-llan,E-LLAN,2007.0,In service,,telco_consortium,,Manx Electricity Authority,False,False,False,False
e2a,E2A,2029.0,Planned,"12,500 km",telco_consortium,,"Chunghwa Telecom, SK Broadband, Softbank, Verizon",False,False,False,False
eac-c2c,EAC-C2C,2002.0,In service,"36,500 km",telco_consortium,,Telstra,False,False,False,False
eagle,EAGLE,2028.0,Planned,"1,900 km",telco_consortium,,"4iG Group, Telecom Egypt",False,False,False,False
eaufon-1,EAUFON 1,2022.0,In service,"1,175 km",telco_consortium,,Tamaani Internet,False,False,False,False
eaufon-2,EAUFON 2,2024.0,In service,675 km,telco_consortium,,Tamaani Internet,False,False,False,False
eaufon-3,EAUFON 3,2027.0,Planned,900 km,telco_consortium,,Tamaani Internet,False,False,False,False
ec-link,EC Link,2007.0,In service,"1,078 km",telco_consortium,,Liberty Networks,False,False,False,False
emc-west-1,EMC West-1,2027.0,Planned,"3,639 km",telco_consortium,,EMC Subsea Cable Company Limited,False,False,False,False
emc-west-2,EMC West-2,2027.0,Planned,"3,978 km",telco_consortium,,EMC Subsea Cable Company Limited,False,False,False,False
esat-2,ESAT-2,2000.0,In service,245 km,telco_consortium,,Esat BT,False,False,False,False
exa-express,EXA Express,2015.0,In service,"4,600 km",telco_consortium,,EXA Infrastructure,False,False,False,False
exa-north-and-south,EXA North and South,2001.0,In service,"12,200 km",telco_consortium,,EXA Infrastructure,False,False,False,False
east-micronesia-cable-system-emcs,East Micronesia Cable System (EMCS),2026.0,In service,"2,250 km",telco_consortium,,"BwebwerikiNET Limited (BNL), Federated States of Micronesia Telecommunications Cable Corporation (FSMTCC), Nauru Fibre Cable Corporation",False,False,False,False
east-west-cable-ewc,East-West Cable (EWC),2011.0,In service,"1,705 km",telco_consortium,,Liberty Networks,False,False,False,False
east-west-submarine-cable-system,East-West Submarine Cable System,2004.0,In service,950 km,telco_consortium,,Sacofa,False,False,False,False
eastern-africa-submarine-system-eassy,Eastern Africa Submarine System (EASSy),2010.0,In service,"10,500 km",telco_consortium,,"BT, Bayobab, Bharti Airtel, Botswana Fibre Networks, Comores Telecom, Djibouti Telecom, Liquid Intelligent Technologies, Mauritius Telecom, Orange, Sudatel, Tanzania Telecommunication Corporation, Telkom Kenya, Telkom South Africa, Telma (Telecom Malagasy), Vodacom DRC, WIOCC, Zambia Telecom, center3, e&",False,False,False,False
eastern-caribbean-fiber-system-ecfs,Eastern Caribbean Fiber System (ECFS),1995.0,In service,"1,335 km",telco_consortium,,"AT&T, Claro Dominicana (Codetel), Guyana Telephone and Telegraph (GT&T), Liberty Networks, Orange, Verizon",False,False,False,False
eastern-light-sweden-finland-i,Eastern Light Sweden-Finland I,2019.0,In service,,telco_consortium,,Eastern Light,False,False,False,False
eastern-light-sweden-finland-ii,Eastern Light Sweden-Finland II,2027.0,Planned,,telco_consortium,,Eastern Light,False,False,False,False
elektra-globalconnect-1-gc1,Elektra-GlobalConnect 1 (GC1),2000.0,In service,44 km,telco_consortium,,GlobalConnect,False,False,False,False
ellalink,EllaLink,2021.0,In service,"6,200 km",telco_consortium,,EllaLink,False,False,False,False
emerald-bridge-fibres,Emerald Bridge Fibres,2012.0,In service,120 km,telco_consortium,,Zayo,False,False,False,False
energinet-laeso-varberg,Energinet Laeso-Varberg,2011.0,In service,,telco_consortium,,Energinet,False,False,False,False
energinet-lyngsa-laeso,Energinet Lyngsa-Laeso,2011.0,In service,,telco_consortium,,Energinet,False,False,False,False
energy-bridge-cable,Energy Bridge Cable,2017.0,In service,13 km,telco_consortium,,Miranda Media,False,False,False,False
epic-malta-sicily-cable-system-emscs,Epic Malta-Sicily Cable System (EMSCS),2004.0,In service,260 km,telco_consortium,,Epic,False,False,False,False
est-tet,Est-Tet,1994.0,In service,113 km,telco_consortium,,"Maroc Telecom, Telxius",False,False,False,False
europe-india-gateway-eig,Europe India Gateway (EIG),2011.0,In service,"15,000 km",telco_consortium,,"AT&T, Altice Portugal, BT, Bayobab, Bharat Sanchar Nigam Ltd. (BSNL), Bharti Airtel, Djibouti Telecom, Gibtelecom, Kalaam Telecom, Libya International Telecommunications Company, Telecom Egypt, Telkom South Africa, Verizon, Vodafone, Zain Omantel International, center3, du",False,False,False,False
eviny-digital,Eviny Digital,2020.0,In service,210 km,telco_consortium,,Lyse Tele AS,False,False,False,False
exelera-north,Exelera North,2012.0,In service,345 km,telco_consortium,,Exelera,False,False,False,False
falcon,FALCON,2006.0,In service,"10,300 km",telco_consortium,,FLAG,False,False,False,False
farice-1,FARICE-1,2004.0,In service,"1,205 km",telco_consortium,,Farice,False,False,False,False
fea,FEA,1997.0,In service,,telco_consortium,,FLAG,False,False,False,False
fish-north,FISH North,2011.0,In service,90 km,telco_consortium,,Cordova Telecom Cooperative,False,False,False,False
fish-south,FISH South,2027.0,Planned,900 km,telco_consortium,,Cordova Telecom Cooperative,False,False,False,False
fish-west,FISH West,2027.0,Planned,276 km,telco_consortium,,Cordova Telecom Cooperative,False,False,False,False
flag-atlantic-1-fa-1,FLAG Atlantic-1 (FA-1),2001.0,In service,"14,500 km",telco_consortium,,FLAG,False,False,False,False
flag-north-asia-loopreach-north-asia-loop,FLAG North Asia Loop/REACH North Asia Loop,2001.0,In service,"9,504 km",telco_consortium,,"FLAG, PCCW, Telstra",False,False,False,False
fly-lion3,FLY-LION3,2019.0,In service,400 km,telco_consortium,,"Comoros Cables, Orange, Société Réunionnaise du Radiotéléphone",False,False,False,False
fos-quellon-chacabuco,FOS Quellon-Chacabuco,2015.0,In service,350 km,telco_consortium,,Grupo Gtd,False,False,False,False
far-east-submarine-cable-system,Far East Submarine Cable System,2016.0,In service,"1,855 km",telco_consortium,,Rostelecom,False,False,False,False
farewell-change-fogo,Farewell-Change-Fogo,2025.0,In service,16 km,telco_consortium,,Bell Canada,False,False,False,False
farland-north,Farland North,1998.0,In service,150 km,telco_consortium,,BT,False,False,False,False
fehmarn-blt,Fehmarn Bält,2000.0,In service,20 km,telco_consortium,,Arelion,False,False,False,False
fiber-optic-gulf-fog,Fiber Optic Gulf (FOG),1998.0,In service,"1,300 km",telco_consortium,,"Bahrain Telecommunications Company (Batelco), Kuwait Ministry of Communications, Ooredoo, e&",False,False,False,False
fibra-optica-austral,Fibra Optica Austral,2020.0,In service,"2,800 km",telco_consortium,,Subtel,False,False,False,False
fibra-optica-al-pacfico,Fibra Optica al Pacífico,2020.0,In service,"1,180 km",telco_consortium,,Entel Bolivia,False,False,False,False
fibralink,Fibralink,2006.0,In service,"1,102 km",telco_consortium,,Liberty Networks,False,False,False,False
fibre-in-gulf-fig,Fibre in Gulf (FIG),2027.0,Planned,"1,931 km",telco_consortium,,Ooredoo,False,False,False,False
finland-estonia-connection-1-fec-1,Finland Estonia Connection 1 (FEC-1),2000.0,In service,,telco_consortium,,Elisa Corporation,False,False,False,False
finland-estonia-connection-2-fec-2,Finland Estonia Connection 2 (FEC-2),2000.0,In service,,telco_consortium,,Elisa Corporation,False,False,False,False
finland-estonia-2-eesf-2,Finland-Estonia 2 (EESF-2),1992.0,In service,98 km,telco_consortium,,"Arelion, Telia Eesti (formerly Eesti Telekom, EMT, Elion)",False,False,False,False
finland-estonia-3-eesf-3,Finland-Estonia 3 (EESF-3),1994.0,In service,104 km,telco_consortium,,"Arelion, Telia Eesti (formerly Eesti Telekom, EMT, Elion)",False,False,False,False
flores-corvo-cable-system,Flores-Corvo Cable System,2014.0,In service,685 km,telco_consortium,,Viatel,False,False,False,False
gc-lnz-fu-ring,GC-LNZ-FU Ring,2028.0,Planned,553 km,telco_consortium,,Canalink,False,False,False,False
go-1-mediterranean-cable-system,GO-1 Mediterranean Cable System,2008.0,In service,290 km,telco_consortium,,GO plc,False,False,False,False
gtmo-1,GTMO-1,2016.0,In service,"1,528 km",telco_consortium,,U.S. Government,False,False,False,False
gtmo-pr,GTMO-PR,2019.0,In service,"1,400 km",telco_consortium,,U.S. Government,False,False,False,False
gemini-bermuda,Gemini Bermuda,2007.0,In service,"1,501 km",telco_consortium,,"Liberty Networks, Orange",False,False,False,False
geo-eirgrid,Geo-Eirgrid,2012.0,In service,187 km,telco_consortium,,Eirgrid,False,False,False,False
georgia-russia,Georgia-Russia,2000.0,In service,433 km,telco_consortium,,"FOPTNET, GEO-METRIA, Rostelecom",False,False,False,False
germany-denmark-3,Germany-Denmark 3,2000.0,In service,,telco_consortium,,TDC Group,False,False,False,False
glo-1,Glo-1,2010.0,In service,"9,800 km",telco_consortium,,Globacom Limited,False,False,False,False
global-caribbean-network-gcn,Global Caribbean Network (GCN),2006.0,In service,890 km,telco_consortium,,Loret Group,False,False,False,False
globalconnect-2-gc2,GlobalConnect 2 (GC2),2001.0,In service,95 km,telco_consortium,,GlobalConnect,False,False,False,False
globalconnect-3-gc3,GlobalConnect 3 (GC3),2006.0,In service,19 km,telco_consortium,,GlobalConnect,False,False,False,False
globalconnect-6-gc6,GlobalConnect 6 (GC6),2019.0,In service,,telco_consortium,,GlobalConnect,False,False,False,False
globalconnect-denmark-sweden,GlobalConnect Denmark-Sweden,1994.0,In service,,telco_consortium,,GlobalConnect,False,False,False,False
globalconnect-kpn,GlobalConnect-KPN,2006.0,In service,43 km,telco_consortium,,GlobalConnect,False,False,False,False
globenet,GlobeNet,2000.0,In service,"23,500 km",telco_consortium,,V.tal,False,False,False,False
gondwana-1,Gondwana-1,2008.0,In service,"2,151 km",telco_consortium,,OPT,False,False,False,False
gondwana-2picot-2,Gondwana-2/Picot-2,2022.0,In service,"1,515 km",telco_consortium,,OPT,False,False,False,False
grand-bahama-bimini-submarine-cable,Grand Bahama Bimini Submarine Cable,2005.0,In service,117 km,telco_consortium,,Bahamas Telecommunications Company,False,False,False,False
greenland-connect,Greenland Connect,2009.0,In service,"4,580 km",telco_consortium,,Tusass A/S,False,False,False,False
greenland-connect-north,Greenland Connect North,2017.0,In service,680 km,telco_consortium,,Tusass A/S,False,False,False,False
groix-4,Groix 4,2022.0,In service,7 km,telco_consortium,,Orange,False,False,False,False
groote-eylandt,Groote Eylandt,2011.0,In service,95 km,telco_consortium,,Telstra,False,False,False,False
guadeloupe-cable-des-iles-du-sud-gcis,Guadeloupe Cable des Iles du Sud (GCIS),2020.0,In service,118 km,telco_consortium,,Regional Councel of Guadeloupe,False,False,False,False
guam-okinawa-kyushu-incheon-goki,Guam Okinawa Kyushu Incheon (GOKI),2013.0,In service,"4,244 km",telco_consortium,,AT&T,False,False,False,False
guernsey-jersey-4,Guernsey-Jersey-4,1994.0,In service,36 km,telco_consortium,,Sure,False,False,False,False
gulf-bridge-international-cable-systemmiddle-east-north-africa-cable-system-gbicsmena,Gulf Bridge International Cable System/Middle East North Africa Cable System (GBICS/MENA),2012.0,In service,"5,270 km",telco_consortium,,Gulf Bridge International,False,False,False,False
gulf-of-california-cable,Gulf of California Cable,2019.0,In service,250 km,telco_consortium,,Megacable,False,False,False,False
gulf-of-mexico-fiber-optic-network,Gulf of Mexico Fiber Optic Network,2008.0,In service,"1,200 km",telco_consortium,,Tampnet,False,False,False,False
gulf2africa-g2a,Gulf2Africa (G2A),2017.0,In service,"1,500 km",telco_consortium,,"Golis Telecommunications, Telesom, Zain Omantel International",False,False,False,False
hannibal-system,HANNIBAL System,2009.0,In service,178 km,telco_consortium,,Tunisia Telecom,False,False,False,False
hantru1-cable-system,HANTRU1 Cable System,2010.0,In service,"2,917 km",telco_consortium,,"Federated States of Micronesia Telecommunications Cable Corporation (FSMTCC), Hannon Armstrong, Marshall Islands Telecommunications Authority",False,False,False,False
hachijojima-mainland,Hachijojima-Mainland,2008.0,In service,,telco_consortium,,NTT,False,False,False,False
haikou-beihai-cable,Haikou-Beihai Cable,1999.0,In service,198 km,telco_consortium,,China Telecom,False,False,False,False
hainan-to-hong-kong-express-h2he,Hainan to Hong Kong Express (H2HE),2021.0,In service,675 km,telco_consortium,,China Mobile,False,False,False,False
havsil,Havsil,2022.0,In service,120 km,telco_consortium,,Bulk Infrastructure,False,False,False,False
hawaii-inter-island-cable-system-hics,Hawaii Inter-Island Cable System (HICS),1994.0,In service,479 km,telco_consortium,,Hawaiian Telcom,False,False,False,False
hawaii-island-fibre-network-hifn,Hawaii Island Fibre Network (HIFN),1997.0,In service,529 km,telco_consortium,,"Hawaiian Telcom, Lumen",False,False,False,False
hawaiian-islands-fiber-link-hifl,Hawaiian Islands Fiber Link (HIFL),2026.0,Planned,740 km,telco_consortium,,"Ocean Networks, University of Hawai’i",False,False,False,False
hawaiki,Hawaiki,2018.0,In service,"14,000 km",telco_consortium,,BW Digital,False,False,False,False
hawaiki-nui-1,Hawaiki Nui 1,2027.0,Planned,"10,000 km",telco_consortium,,BW Digital,False,False,False,False
hawk,Hawk,2011.0,In service,"3,400 km",telco_consortium,,FLAG,False,False,False,False
high-capacity-undersea-guernsey-optical-fibre-hugo,High-capacity Undersea Guernsey Optical-fibre (HUGO),2007.0,In service,425 km,telco_consortium,,"Sure, Vodafone",False,False,False,False
hokkaido-akita-cable,Hokkaido-Akita Cable,2023.0,In service,770 km,telco_consortium,,"KDDI, NTT, Rakuten, Softbank",False,False,False,False
hokkaido-rebun-rishiri,Hokkaido-Rebun-Rishiri,2011.0,In service,64 km,telco_consortium,,NTT,False,False,False,False
hokkaido-sakhalin-cable-system-hscs,Hokkaido-Sakhalin Cable System (HSCS),2008.0,In service,570 km,telco_consortium,,"NTT, TTK",False,False,False,False
honotua,Honotua,2010.0,In service,"4,805 km",telco_consortium,,OPT French Polynesia,False,False,False,False
hronn,Hronn,2022.0,In service,270 km,telco_consortium,,Shefa,False,False,False,False
i-am-cable,I-AM Cable,2029.0,Planned,"8,100 km",telco_consortium,,"Intra‑Asia Marine Networks Co., Ltd.",False,False,False,False
imewe,IMEWE,2010.0,In service,"12,091 km",telco_consortium,,"Bharti Airtel, Ogero, Orange, Pakistan Telecommunications Company Ltd., Sparkle, Tata Communications, Telecom Egypt, center3, e&",False,False,False,False
ingrid,INGRID,2004.0,In service,64 km,telco_consortium,,CIEG,False,False,False,False
insica,INSICA,2026.0,Planned,100 km,telco_consortium,,"Singtel, Telin",False,False,False,False
ioema-1,IOEMA-1,2029.0,Planned,"1,667 km",telco_consortium,,IOEMA Fibre,False,False,False,False
iokwe,IOKWE,2029.0,Planned,,telco_consortium,,Marshall Islands Telecommunications Authority,False,False,False,False
ion-cable-system-1-ics1,ION Cable System-1 (ICS1),2027.0,Planned,"1,041 km",telco_consortium,,ION Network,False,False,False,False
iris,IRIS,2023.0,In service,"1,770 km",telco_consortium,,Farice,False,False,False,False
iceni,Iceni,2024.0,In service,,telco_consortium,,BT,False,False,False,False
india-asia-xpress-iax,India Asia Xpress (IAX),2024.0,In service,"5,791 km",telco_consortium,,"China Mobile, Reliance Jio Infocomm",False,False,False,False
india-europe-xpress-iex,India Europe Xpress (IEX),2026.0,Planned,"9,775 km",telco_consortium,,"China Mobile, Reliance Jio Infocomm",False,False,False,False
indonesia-global-gateway-igg-system,Indonesia Global Gateway (IGG) System,2018.0,In service,"5,300 km",telco_consortium,,"Telin, Telkom Indonesia",False,False,False,False
indonesia-tengah-cable-systems,Indonesia Tengah Cable Systems,2027.0,Planned,"2,641 km",telco_consortium,,"PT Jejaring Mitra Persada, Triasmitra",False,False,False,False
interchange-cable-network-1-icn1,Interchange Cable Network 1 (ICN1),2014.0,In service,"1,259 km",telco_consortium,,Interchange,False,False,False,False
ionian,Ionian,2023.0,In service,320 km,telco_consortium,,IslaLink,False,False,False,False
isle-au-haut-cable,Isle Au Haut Cable,2024.0,In service,10 km,telco_consortium,,Axiom Technologies,False,False,False,False
isles-of-scilly-cable,Isles of Scilly Cable,2014.0,In service,,telco_consortium,,BT,False,False,False,False
israel-coasting-1-ic-1,Israel Coasting 1 (IC-1),2000.0,In service,340 km,telco_consortium,,Partner Communications Company,False,False,False,False
italy-albania,Italy-Albania,1997.0,In service,240 km,telco_consortium,,"ALBtelecom, Sparkle",False,False,False,False
italy-croatia,Italy-Croatia,1994.0,In service,230 km,telco_consortium,,"Hrvatski Telekom, Sparkle",False,False,False,False
italy-greece-1-ig-1,Italy-Greece 1 (IG-1),1995.0,In service,169 km,telco_consortium,,WIS Telecom,False,False,False,False
italy-libya,Italy-Libya,1998.0,In service,570 km,telco_consortium,,"Libya International Telecommunications Company, Sparkle",False,False,False,False
italy-malta,Italy-Malta,1994.0,In service,238 km,telco_consortium,,"GO plc, Sparkle",False,False,False,False
italy-monaco,Italy-Monaco,1995.0,In service,162 km,telco_consortium,,"Monaco Telecom, Sparkle",False,False,False,False
ithaafushi-maafushi-hulhumale,Ithaafushi-Maafushi-Hulhumale,2025.0,In service,,telco_consortium,,Ooredoo Maldives,False,False,False,False
ixchel,Ixchel,2007.0,In service,20 km,telco_consortium,,Telmex,False,False,False,False
izu-islands-cable-system,Izu Islands Cable System,1996.0,In service,,telco_consortium,,NTT,False,False,False,False
jakabare,JAKABARE,2009.0,In service,"1,330 km",telco_consortium,,Indosat Ooredoo,False,False,False,False
javali,JAVALI,2011.0,In service,,telco_consortium,,Indosat Ooredoo,False,False,False,False
juno,JUNO,2025.0,In service,"11,710 km",telco_consortium,,Seren Juno,False,False,False,False
jaka2ladema,JaKa2LaDeMa,2010.0,In service,"1,700 km",telco_consortium,,Telkom Indonesia,False,False,False,False
jasuka,JaSuKa,2006.0,In service,,telco_consortium,,Telkom Indonesia,False,False,False,False
jakarta-surabaya-cable-system-jayabaya,Jakarta Surabaya Cable System (JAYABAYA),2018.0,In service,888 km,telco_consortium,,Triasmitra,False,False,False,False
jakarta-bangka-batam-singapore-b2js,Jakarta-Bangka-Batam-Singapore (B2JS),2013.0,In service,759 km,telco_consortium,,Triasmitra,False,False,False,False
jakarta-bangka-bintan-batam-singapore-b3js,Jakarta-Bangka-Bintan-Batam-Singapore (B3JS),2012.0,In service,"1,031 km",telco_consortium,,Moratelindo,False,False,False,False
jalapati,Jalapati,2023.0,In service,45 km,telco_consortium,,CCSI,False,False,False,False
jamaica-submarine-cable-festoon-system-jscfs,Jamaica Submarine Cable Festoon System (JSCFS),1997.0,In service,342 km,telco_consortium,,CW Jamaica,False,False,False,False
jambi-batam-cable-system-jiba,Jambi-Batam Cable System (JIBA),2014.0,In service,267 km,telco_consortium,,"Indosat Ooredoo, Moratelindo, XLSmart",False,False,False,False
janna,Janna,2005.0,In service,634 km,telco_consortium,,"EXA Infrastructure, Regione Sardegne, Tiscali, WINDTRE",False,False,False,False
japan-information-highway-jih,Japan Information Highway (JIH),1999.0,In service,"5,150 km",telco_consortium,,KDDI,False,False,False,False
japan-guam-australia-north-jga-n,Japan-Guam-Australia North (JGA-N),2020.0,In service,"2,600 km",telco_consortium,,Lightstorm,False,False,False,False
java-bali-cable-system-jbcs,Java Bali Cable System (JBCS),2013.0,In service,,telco_consortium,,Triasmitra,False,False,False,False
java-kalimantan-sulawesi-jakasusi,Java-Kalimantan-Sulawesi (JAKASUSI),2006.0,In service,"1,100 km",telco_consortium,,Indosat Ooredoo,False,False,False,False
jeju-mainland-2,Jeju-Mainland 2,1996.0,In service,191 km,telco_consortium,,KT,False,False,False,False
jeju-mainland-3,Jeju-Mainland 3,2000.0,In service,236 km,telco_consortium,,KT,False,False,False,False
jeju-udo,Jeju-Udo,2023.0,In service,3 km,telco_consortium,,"KCTV Jeju Broadcasting, KT, LG Uplus, SK Telecom (SKT)",False,False,False,False
jerry-newton,Jerry Newton,2007.0,In service,88 km,telco_consortium,,Liberty Networks,False,False,False,False
jonah,Jonah,2012.0,In service,"2,297 km",telco_consortium,,Bezeq International Ltd.,False,False,False,False
kafos,KAFOS,1997.0,In service,538 km,telco_consortium,,Turk Telekom International,False,False,False,False
kanawa,Kanawa,2019.0,In service,"1,746 km",telco_consortium,,Orange,False,False,False,False
kangaroo-island-2,Kangaroo Island 2,2024.0,In service,,telco_consortium,,SA Power Networks,False,False,False,False
kardesa,Kardesa,2027.0,Planned,"1,385 km",telco_consortium,,"Neqsol Holding, Vodafone",False,False,False,False
kattegat-2,Kattegat 2,2001.0,In service,75 km,telco_consortium,,TDC Group,False,False,False,False
kattegat-cable,Kattegat Cable,2027.0,Planned,92 km,telco_consortium,,GlobalConnect,False,False,False,False
kerch-strait-cable,Kerch Strait Cable,2014.0,In service,46 km,telco_consortium,,Miranda Media,False,False,False,False
ketchcan1-submarine-fiber-cable-system,KetchCan1 Submarine Fiber Cable System,2020.0,In service,167 km,telco_consortium,,Ketchican Public Utilities,False,False,False,False
kingisepp-kaliningrad-system-baltika,Kingisepp-Kaliningrad System (Baltika),2021.0,In service,"1,115 km",telco_consortium,,Rostelecom,False,False,False,False
kitadaito-island,Kitadaito Island,2022.0,In service,410 km,telco_consortium,,Okinawa Prefecture,False,False,False,False
kochi-lakshadweep-islands-kli-sofc,Kochi-Lakshadweep Islands (KLI-SOFC),2024.0,In service,"1,989 km",telco_consortium,,Bharat Sanchar Nigam Ltd. (BSNL),False,False,False,False
kodiak-kenai-fiber-link-kkfl,Kodiak Kenai Fiber Link (KKFL),2007.0,In service,966 km,telco_consortium,,GCI Communication Corp,False,False,False,False
konstanz-friedrichshafen,Konstanz-Friedrichshafen,2007.0,In service,26 km,telco_consortium,,Stadtwerke Konstanz,False,False,False,False
konstanz-meersburg,Konstanz-Meersburg,2010.0,In service,5 km,telco_consortium,,Stadtwerke Konstanz,False,False,False,False
korea-japan-cable-network-kjcn,Korea-Japan Cable Network (KJCN),2002.0,In service,500 km,telco_consortium,,"KT, NTT, QTNet, Softbank",False,False,False,False
kumul-domestic-submarine-cable-system,Kumul Domestic Submarine Cable System,2019.0,In service,"5,457 km",telco_consortium,,PNG DataCo Limited,False,False,False,False
kunoa-north,Kunoa North,2028.0,Planned,,telco_consortium,,Hawaiian Telcom,False,False,False,False
kupang-alor-cable-systems,Kupang-Alor Cable Systems,2019.0,In service,273 km,telco_consortium,,Moratelindo,False,False,False,False
kuwait-iran,Kuwait-Iran,2005.0,In service,380 km,telco_consortium,,"Kuwait Ministry of Communications, Telecommunication Infrastructure Company of Iran",False,False,False,False
lfon-libyan-fiber-optic-network,LFON (Libyan Fiber Optic Network),1999.0,In service,"1,639 km",telco_consortium,,"Libyan Post, Telecommunications and Information Technology Company (LPTIC Holding)",False,False,False,False
la-gomera-el-hierro,La Gomera-El Hierro,,In service,,telco_consortium,,Telefonica,False,False,False,False
labuan-brunei-submarine-cable,Labuan-Brunei Submarine Cable,2017.0,In service,52 km,telco_consortium,,Common Tower Technologies Sdn Bhd,False,False,False,False
lake-albert-1,Lake Albert 1,2019.0,In service,51 km,telco_consortium,,Bandwidth and Cloud Services (BCS),False,False,False,False
lake-albert-2,Lake Albert 2,2020.0,In service,44 km,telco_consortium,,Bandwidth and Cloud Services (BCS),False,False,False,False
lake-michigan-chicago-crossing,Lake Michigan Chicago Crossing,2028.0,Planned,,telco_consortium,,"123NET, Peninsula Fiber Network (PFN)",False,False,False,False
lake-michigan-crossing-peninsula-and-island-connection,Lake Michigan Crossing Peninsula and Island Connection,2028.0,Planned,,telco_consortium,,"123NET, Peninsula Fiber Network (PFN)",False,False,False,False
lake-tanganyika,Lake Tanganyika,2025.0,In service,370 km,telco_consortium,,Bandwidth and Cloud Services (BCS),False,False,False,False
lanis-1,Lanis-1,1992.0,In service,113 km,telco_consortium,,Vodafone,False,False,False,False
lanis-2,Lanis-2,1992.0,In service,67 km,telco_consortium,,Vodafone,False,False,False,False
lanis-3,Lanis-3,1992.0,In service,122 km,telco_consortium,,Vodafone,False,False,False,False
latvia-sweden-1-lv-se-1,Latvia-Sweden 1 (LV-SE 1),1994.0,In service,304 km,telco_consortium,,"Tele2, Tet",False,False,False,False
lazaro-cardenas-manzanillo-santiago-submarine-cable-system-lcmsscs,Lazaro Cardenas-Manzanillo Santiago Submarine Cable System (LCMSSCS),2013.0,In service,322 km,telco_consortium,,Telmex,False,False,False,False
le-vasa,Le Vasa,2027.0,Planned,,telco_consortium,,ASTCA,False,False,False,False
libreville-port-gentil-cable,Libreville-Port Gentil Cable,2012.0,In service,198 km,telco_consortium,,Republic of Gabon,False,False,False,False
lic-lin-lamp,Lic-Lin-Lamp,2000.0,In service,240 km,telco_consortium,,Sparkle,False,False,False,False
link-1-phase-1,Link 1 Phase-1,2003.0,In service,368 km,telco_consortium,,XLSmart,False,False,False,False
link-1-phase-2,Link 1 Phase-2,2005.0,In service,94 km,telco_consortium,,XLSmart,False,False,False,False
link-2-phase-1,Link 2 Phase-1,2004.0,In service,281 km,telco_consortium,,XLSmart,False,False,False,False
link-2-phase-2,Link 2 Phase-2,2005.0,In service,221 km,telco_consortium,,XLSmart,False,False,False,False
link-3-phase-1,Link 3 Phase-1,2003.0,In service,275 km,telco_consortium,,XLSmart,False,False,False,False
link-3-phase-2,Link 3 Phase-2,2005.0,In service,342 km,telco_consortium,,XLSmart,False,False,False,False
link-4-phase-2,Link 4 Phase-2,2005.0,In service,300 km,telco_consortium,,XLSmart,False,False,False,False
link-5-phase-2,Link 5 Phase-2,2005.0,In service,365 km,telco_consortium,,XLSmart,False,False,False,False
longyearbyen-ny-lesund,Longyearbyen-Ny-Ålesund,2015.0,In service,540 km,telco_consortium,,Sikt,False,False,False,False
lower-indian-ocean-network-lion,Lower Indian Ocean Network (LION),2009.0,In service,"1,060 km",telco_consortium,,"Mauritius Telecom, Orange, Orange Madagascar",False,False,False,False
