id,name,rfs_year,status,length,ownership_category,big_tech_owners,owners,has_google,has_meta,has_microsoft,has_amazon
lower-indian-ocean-network-2-lion2,Lower Indian Ocean Network 2 (LION2),2012.0,In service,"2,700 km",telco_consortium,,"Emtel, Mauritius Telecom, Orange, Orange Madagascar, Société Réunionnaise du Radiotéléphone, Telkom Kenya",False,False,False,False
lumut-pangkor-island,Lumut-Pangkor Island,2018.0,In service,4 km,telco_consortium,,Telekom Malaysia,False,False,False,False
luwuk-tutuyan-cable-system-ltcs,Luwuk Tutuyan Cable System (LTCS),2015.0,In service,446 km,telco_consortium,,Telkom Indonesia,False,False,False,False
lynn-canal-fiber,Lynn Canal Fiber,2016.0,In service,138 km,telco_consortium,,Alaska Power & Telephone Company (AP&T),False,False,False,False
manta,MANTA,2028.0,Planned,"5,600 km",telco_consortium,,"Gold Data, Liberty Networks, Sparkle",False,False,False,False
mist,MIST,2024.0,In service,"8,100 km",telco_consortium,,Orient Link,False,False,False,False
mvista,MViSTA,2028.0,Planned,"2,400 km",telco_consortium,,AsiaHub1,False,False,False,False
mainone,MainOne,2010.0,In service,"7,000 km",telco_consortium,,MainOne - An Equinix Company,False,False,False,False
malaysia-cambodia-thailand-mct-cable,Malaysia-Cambodia-Thailand (MCT) Cable,2017.0,In service,"1,300 km",telco_consortium,,"Symphony, Telcotech, Telekom Malaysia",False,False,False,False
maldives-sri-lanka-cable-msc,Maldives Sri Lanka Cable (MSC),2021.0,In service,863 km,telco_consortium,,"Dhiraagu, Dialog Axiata, Ooredoo Maldives",False,False,False,False
malta-gozo-cable,Malta-Gozo Cable,2020.0,In service,13 km,telco_consortium,,Gozo Fibre Optic Cable Ltd.,False,False,False,False
malta-italy-interconnector,Malta-Italy Interconnector,2015.0,In service,95 km,telco_consortium,,Government of Malta,False,False,False,False
manatua,Manatua,2020.0,In service,"3,634 km",telco_consortium,,"Avaroa Cable Ltd., OPT French Polynesia, Samoa Submarine Cable Company, Telecom Niue",False,False,False,False
manx-northern-ireland,Manx-Northern Ireland,2000.0,In service,59 km,telco_consortium,,BT,False,False,False,False
mariana-guam-cable,Mariana-Guam Cable,1997.0,In service,268 km,telco_consortium,,PTI Pacifica,False,False,False,False
maroc-telecom-west-africa,Maroc Telecom West Africa,2021.0,In service,"8,600 km",telco_consortium,,Maroc Telecom,False,False,False,False
mataram-kupang-cable-system-mkcs,Mataram Kupang Cable System (MKCS),2011.0,In service,"1,318 km",telco_consortium,,Telkom Indonesia,False,False,False,False
matrix-cable-system,Matrix Cable System,2008.0,In service,"1,055 km",telco_consortium,,"Matrix NAP Info, Matrix Networks",False,False,False,False
mauritius-and-rodrigues-submarine-cable-system-mars,Mauritius and Rodrigues Submarine Cable System (MARS),2019.0,In service,677 km,telco_consortium,,Mauritius Telecom,False,False,False,False
maya-1-2,Maya-1.2,2000.0,In service,"2,386 km",telco_consortium,,"Hondutel, Liberty Networks, Ufinet",False,False,False,False
med-cable-network,Med Cable Network,2005.0,In service,"1,300 km",telco_consortium,,Orascom Telecom Holding,False,False,False,False
mednautilus-submarine-system,MedNautilus Submarine System,2001.0,In service,"7,000 km",telco_consortium,,Sparkle,False,False,False,False
medloop,Medloop,2023.0,In service,"1,360 km",telco_consortium,,SIPARTECH Sarl,False,False,False,False
medusa-submarine-cable-system,Medusa Submarine Cable System,2026.0,In service,"8,760 km",telco_consortium,,AFRIX Telecom,False,False,False,False
melita-1,Melita 1,2009.0,In service,97 km,telco_consortium,,Melita,False,False,False,False
meltingpot-indianoceanic-submarine-system-metiss,Meltingpot Indianoceanic Submarine System (METISS),2021.0,In service,"3,200 km",telco_consortium,,"***Canal+ Telecom***, CEB Fibernet, Emtel, SFR, Telma (Telecom Malagasy), Zeop (incl. Reunicable)",False,False,False,False
mercator,Mercator,2023.0,In service,,telco_consortium,,BT,False,False,False,False
mid-atlantic-crossing-mac,Mid-Atlantic Crossing (MAC),2000.0,In service,"7,500 km",telco_consortium,,Cirion Technologies,False,False,False,False
middle-east-north-africa-mena-cable-systemgulf-bridge-international,Middle East North Africa (MENA) Cable System/Gulf Bridge International,2014.0,In service,"8,000 km",telco_consortium,,"Gulf Bridge International, Telecom Egypt",False,False,False,False
minamidaito-island,Minamidaito Island,2011.0,In service,410 km,telco_consortium,,Okinawa Prefecture,False,False,False,False
minoas-east-and-west,Minoas East and West,2021.0,In service,270 km,telco_consortium,,Grid Telecom,False,False,False,False
mishima-village,Mishima Village,2010.0,In service,192 km,telco_consortium,,Mishima Village,False,False,False,False
miyazaki-okinawa-cable-moc,Miyazaki-Okinawa Cable (MOC),1997.0,In service,,telco_consortium,,KDDI,False,False,False,False
mjolner-east,Mjolner East,2027.0,Planned,450 km,telco_consortium,,GlobalConnect,False,False,False,False
mjolner-west,Mjolner West,2027.0,Planned,250 km,telco_consortium,,GlobalConnect,False,False,False,False
mobily-red-sea-cable-mrsc,Mobily Red Sea Cable (MRSC),2027.0,Planned,,telco_consortium,,Mobily,False,False,False,False
moratelindo-international-cable-system-1-mic-1,Moratelindo International Cable System-1 (MIC-1),2008.0,In service,70 km,telco_consortium,,Moratelindo,False,False,False,False
muroran-hachinohe,Muroran-Hachinohe,2002.0,In service,280 km,telco_consortium,,Softbank,False,False,False,False
n0r5ke-viking,N0r5ke Viking,2022.0,In service,810 km,telco_consortium,,NOR5KE Fibre AS,False,False,False,False
no-uk,NO-UK,2021.0,In service,713 km,telco_consortium,,NO-UK COM AS,False,False,False,False
national-digital-transmission-network-ndtn,National Digital Transmission Network (NDTN),1999.0,In service,"1,400 km",telco_consortium,,Telecoms Infrastructure Corporation of the Philippines (TelicPhil),False,False,False,False
nationwide-submarine-cable-ooredoo-maldives-nascom,Nationwide Submarine Cable Ooredoo Maldives (NaSCOM),2016.0,In service,"1,136 km",telco_consortium,,Ooredoo Maldives,False,False,False,False
natitua,Natitua,2018.0,In service,"2,680 km",telco_consortium,,OPT French Polynesia,False,False,False,False
natitua-sud,Natitua Sud,2023.0,In service,820 km,telco_consortium,,OPT French Polynesia,False,False,False,False
nelson-levin,Nelson-Levin,2001.0,In service,212 km,telco_consortium,,Spark New Zealand,False,False,False,False
new-cam-ring,New CAM Ring,2026.0,Planned,"3,812 km",telco_consortium,,IP Telecom,False,False,False,False
nigeria-cameroon-submarine-cable-system-ncscs,Nigeria Cameroon Submarine Cable System (NCSCS),2015.0,In service,"1,100 km",telco_consortium,,Camtel,False,False,False,False
ningbo-zhoushan-cable,Ningbo-Zhoushan Cable,1999.0,In service,35 km,telco_consortium,,China Telecom,False,False,False,False
nome-to-homer-express-nthe,Nome to Homer Express (NTHE),2027.0,Planned,"1,545 km",telco_consortium,,Quintillion,False,False,False,False
nongsa-changi,Nongsa-Changi,2026.0,Planned,50 km,telco_consortium,,"BW Digital, Hawaiki Submarine Cable LP, Telin",False,False,False,False
nordbalt,NordBalt,2016.0,In service,400 km,telco_consortium,,"Litgrid, Svenska Kraftnät",False,False,False,False
norfest,Norfest,2023.0,In service,749 km,telco_consortium,,Tampnet,False,False,False,False
norte-conectado-infovia-00,Norte Conectado (Infovia 00),2022.0,In service,770 km,telco_consortium,,"Aquamar Group, BR.Digital Telecom, ICOM Telecom, SEA Telecom, Telefonica, Wirelink",False,False,False,False
norte-conectado-infovia-01,Norte Conectado (Infovia 01),2023.0,In service,"1,100 km",telco_consortium,,"Alloha Fibra, América Móvil (Claro), Aquamar Group, BR Fibra, ICOM Telecom, Ozônio Telecom, PPLink, SEA Telecom, TIM Brasil, Telefonica, V.tal, Você Telecom",False,False,False,False
norte-conectado-infovia-02,Norte Conectado (Infovia 02),2026.0,In service,"1,796 km",telco_consortium,,Entidade Administradora da Faixa (EAF),False,False,False,False
norte-conectado-infovia-03,Norte Conectado (Infovia 03),2025.0,In service,600 km,telco_consortium,,Entidade Administradora da Faixa (EAF),False,False,False,False
norte-conectado-infovia-04,Norte Conectado (Infovia 04),2026.0,In service,515 km,telco_consortium,,Entidade Administradora da Faixa (EAF),False,False,False,False
norte-conectado-infovia-05,Norte Conectado (Infovia 05),2028.0,Planned,"1,116 km",telco_consortium,,Entidade Administradora da Faixa (EAF),False,False,False,False
norte-conectado-infovia-06,Norte Conectado (Infovia 06),2028.0,Planned,"2,847 km",telco_consortium,,Entidade Administradora da Faixa (EAF),False,False,False,False
norte-conectado-infovia-08,Norte Conectado (Infovia 08),2028.0,Planned,"2,766 km",telco_consortium,,Entidade Administradora da Faixa (EAF),False,False,False,False
north-west-cable-system,North-West Cable System,2016.0,In service,"2,100 km",telco_consortium,,Vocus Communications,False,False,False,False
northstar,NorthStar,1999.0,In service,"3,229 km",telco_consortium,,Alaska Communications,False,False,False,False
northern-lights,Northern Lights,2008.0,In service,67 km,telco_consortium,,BT,False,False,False,False
omranepeg,OMRAN/EPEG,2013.0,In service,600 km,telco_consortium,,"Vodafone, Zain Omantel International",False,False,False,False
oteglobe-kokkini-bari,OTEGLOBE Kokkini-Bari,2004.0,In service,700 km,telco_consortium,,OTEGLOBE,False,False,False,False
oceanic-tatitlek-telecommunications-enhancement-route-otter,Oceanic Tatitlek Telecommunications Enhancement Route (OTTER),2027.0,Planned,50 km,telco_consortium,,Copper Valley Telecom,False,False,False,False
ogasawara-cable-network,Ogasawara Cable Network,2011.0,In service,"1,038 km",telco_consortium,,Tokyo Metropolitan Government,False,False,False,False
okinawa-cellular-cable,Okinawa Cellular Cable,2020.0,In service,780 km,telco_consortium,,Okinawa Cellular Telephone Company,False,False,False,False
okinawa-remote-islands,Okinawa Remote Islands,2017.0,In service,915 km,telco_consortium,,Okinawa Prefecture,False,False,False,False
okinawa-miyakojima-ishigaki,Okinawa-Miyakojima-Ishigaki,2004.0,In service,467 km,telco_consortium,,NTT,False,False,False,False
olisipo,Olisipo,2026.0,Planned,110 km,telco_consortium,,EllaLink,False,False,False,False
oman-australia-cable-oac,Oman Australia Cable (OAC),2022.0,In service,"11,000 km",telco_consortium,,SUBCO,False,False,False,False
oran-valencia-orval,Oran-Valencia (ORVAL),2020.0,In service,770 km,telco_consortium,,Algerie Telecom,False,False,False,False
oskarshamn-visby,Oskarshamn-Visby,2008.0,In service,,telco_consortium,,GlobalConnect,False,False,False,False
pasela,PASELA,2027.0,Planned,"1,100 km",telco_consortium,,Telkom Indonesia,False,False,False,False
pasuli,PASULI,2019.0,In service,40 km,telco_consortium,,"FiberStar, XLSmart",False,False,False,False
peace-cable,PEACE Cable,2022.0,In service,"25,000 km",telco_consortium,,Peace Cable International Network Co. Ltd.,False,False,False,False
pgascom,PGASCOM,2010.0,In service,264 km,telco_consortium,,PGASCOM,False,False,False,False
pipe-pacific-cable-1-ppc-1,PIPE Pacific Cable-1 (PPC-1),2009.0,In service,"6,900 km",telco_consortium,,Vocus Communications,False,False,False,False
pldt-domestic-fiber-optic-network-dfon,PLDT Domestic Fiber Optic Network (DFON),1997.0,In service,"11,100 km",telco_consortium,,PLDT,False,False,False,False
png-lng,PNG LNG,2014.0,In service,200 km,telco_consortium,,Telikom Papua New Guinea,False,False,False,False
poseidon,POSEIDON,2014.0,In service,800 km,telco_consortium,,"Ocean Specialists, Inc (OSI)",False,False,False,False
pacific-caribbean-cable-system-pccs,Pacific Caribbean Cable System (PCCS),2015.0,In service,"6,163 km",telco_consortium,,"Liberty Networks, SETAR, Telconet, Telxius, United Telecommunication Services (UTS)",False,False,False,False
pacific-crossing-1-pc-1,Pacific Crossing-1 (PC-1),1999.0,In service,"21,000 km",telco_consortium,,Pacific Crossing,False,False,False,False
padang-tua-pejat,Padang-Tua Pejat,2019.0,In service,160 km,telco_consortium,,Telkom Indonesia,False,False,False,False
palapa-ring-east,Palapa Ring East,2019.0,In service,,telco_consortium,,"Indonesian Government, Moratelindo, Telekom PT SmartFren",False,False,False,False
palapa-ring-middle,Palapa Ring Middle,2018.0,In service,"2,100 km",telco_consortium,,Indonesian Government,False,False,False,False
palapa-ring-west,Palapa Ring West,2018.0,In service,"1,980 km",telco_consortium,,Indonesian Government,False,False,False,False
palawan-iloilo-cable-system,Palawan-Iloilo Cable System,2014.0,In service,300 km,telco_consortium,,PLDT,False,False,False,False
pan-european-crossing-uk-belgium,Pan European Crossing (UK-Belgium),1999.0,In service,117 km,telco_consortium,,Colt,False,False,False,False
pan-european-crossing-uk-ireland,Pan European Crossing (UK-Ireland),2000.0,In service,495 km,telco_consortium,,Colt,False,False,False,False
pan-american-crossing-pac,Pan-American Crossing (PAC),2000.0,In service,"10,000 km",telco_consortium,,Cirion Technologies,False,False,False,False
panam-south,PanAm South,1999.0,In service,"1,340 km",telco_consortium,,"Corporacion Nacional de Telecomunicaciones (CNT), Liberty Networks",False,False,False,False
paniolo-cable-network,Paniolo Cable Network,2009.0,In service,576 km,telco_consortium,,Hawaiian Telcom,False,False,False,False
patara-2,Patara-2,2023.0,In service,"1,200 km",telco_consortium,,Telin,False,False,False,False
penbal-4,Penbal-4,1991.0,In service,317 km,telco_consortium,,Telefonica,False,False,False,False
penbal-5,Penbal-5,1994.0,In service,315 km,telco_consortium,,Telefonica,False,False,False,False
pencan-8,Pencan-8,2011.0,In service,"1,400 km",telco_consortium,,Telefonica,False,False,False,False
pencan-9,Pencan-9,2016.0,In service,"1,398 km",telco_consortium,,Telefonica,False,False,False,False
persona,Persona,2008.0,In service,800 km,telco_consortium,,Eastlink,False,False,False,False
petropavlovsk-kamchatsky---anadyr,Petropavlovsk-Kamchatsky - Anadyr,2022.0,In service,"2,173 km",telco_consortium,,Rostelecom,False,False,False,False
philippine-domestic-submarine-cable-network-pdscn,Philippine Domestic Submarine Cable Network (PDSCN),2023.0,In service,"2,500 km",telco_consortium,,"Eastern Telecom, Globe Telecom, Infinivan Inc.",False,False,False,False
piano-isole-minori,Piano Isole Minori,2024.0,In service,830 km,telco_consortium,,Infratel Italia,False,False,False,False
picot-1,Picot-1,2008.0,In service,,telco_consortium,,OPT,False,False,False,False
pishgaman-oman-iran-poi-network,Pishgaman Oman Iran (POI) Network,2012.0,In service,400 km,telco_consortium,,Pishgaman Kavir,False,False,False,False
polar-circle-cable,Polar Circle Cable,2007.0,In service,"1,004 km",telco_consortium,,KystTele,False,False,False,False
polar-express,Polar Express,2022.0,In service,"12,650 km",telco_consortium,,Russian Government,False,False,False,False
portsmouth-ryde-10,Portsmouth-Ryde 10,2015.0,In service,,telco_consortium,,BT,False,False,False,False
portsmouth-ryde-11,Portsmouth-Ryde 11,2015.0,In service,,telco_consortium,,BT,False,False,False,False
prat,Prat,2020.0,In service,"3,500 km",telco_consortium,,Grupo Gtd,False,False,False,False
projeto-amaznia-conectada-pac-01,Projeto Amazônia Conectada (PAC 01),2017.0,In service,800 km,telco_consortium,,Government of Brazil,False,False,False,False
projeto-amaznia-conectada-pac-02,Projeto Amazônia Conectada (PAC 02),2021.0,In service,"1,001 km",telco_consortium,,Government of Brazil,False,False,False,False
pukpuk-1-cable-system,Pukpuk-1 Cable System,2026.0,In service,134 km,telco_consortium,,PNG DataCo Limited,False,False,False,False
qe-north,Q&E North,2025.0,In service,112 km,telco_consortium,,EXA Infrastructure,False,False,False,False
qe-south,Q&E South,2026.0,In service,141 km,telco_consortium,,euNetworks,False,False,False,False
qatar-u-a-e-submarine-cable-system,Qatar-U.A.E. Submarine Cable System,2004.0,In service,100 km,telco_consortium,,"Ooredoo, e&",False,False,False,False
quintillion-subsea-cable-network,Quintillion Subsea Cable Network,2017.0,In service,"1,900 km",telco_consortium,,Quintillion,False,False,False,False
r100-north,R100 North,2023.0,In service,224 km,telco_consortium,,BT,False,False,False,False
rising-8,RISING 8,2026.0,In service,"1,104 km",telco_consortium,,"Moratelindo, Triasmitra",False,False,False,False
romsar-2,ROMSAR 2,1996.0,In service,,telco_consortium,,Sparkle,False,False,False,False
red-hook-little-saint-james,Red Hook-Little Saint James,2005.0,In service,5 km,telco_consortium,,Virgin Islands Water and Power Authority,False,False,False,False
red2med,Red2Med,2023.0,In service,420 km,telco_consortium,,Telecom Egypt,False,False,False,False
rockabill,Rockabill,2019.0,In service,221 km,telco_consortium,,euNetworks,False,False,False,False
rompin-tioman-island,Rompin-Tioman Island,2018.0,In service,75 km,telco_consortium,,Telekom Malaysia,False,False,False,False
romulo,Romulo,2011.0,In service,237 km,telco_consortium,,Red Electrica,False,False,False,False
roquetas-melilla-cam,Roquetas-Melilla (CAM),2014.0,In service,181 km,telco_consortium,,Telefonica,False,False,False,False
ruppione-isolella,Ruppione-Isolella,2007.0,In service,62 km,telco_consortium,,Corsica Haut Débit,False,False,False,False
russia-japan-cable-network-rjcn,Russia-Japan Cable Network (RJCN),2008.0,In service,"1,800 km",telco_consortium,,"KDDI, Rostelecom",False,False,False,False
rnne-rdvig,Rønne-Rødvig,1989.0,In service,153 km,telco_consortium,,TDC Group,False,False,False,False
s-u-b-cable-system,S-U-B Cable System,2008.0,In service,"2,009 km",telco_consortium,,Telkom Indonesia,False,False,False,False
safe,SAFE,2002.0,In service,"13,500 km",telco_consortium,,"AT&T, Angola Telecom, BICS, Camtel, China Telecom, Chunghwa Telecom, Cogent, Ghana Telecommunications Company, KPN, Liquid Intelligent Technologies, Maroc Telecom, Mauritius Telecom, NATCOM (Nigeria), OPT, Orange, Orange Cote d’Ivoire, PCCW, Singtel, Sonatel, Sparkle, Tata Communications, Telecom Namibia, Telefonica, Telekom Malaysia, Telkom South Africa, Telstra, Verizon, Vodafone",False,False,False,False
sarco,SARCO,2006.0,In service,,telco_consortium,,Free,False,False,False,False
sat-3wasc,SAT-3/WASC,2002.0,In service,"14,350 km",telco_consortium,,"AT&T, Altice Portugal, Angola Telecom, BICS, BT, Camtel, China Telecom, Chunghwa Telecom, Cogent, Cyta, Deutsche Telekom, Ghana Telecommunications Company, KPN, KT, Liquid Intelligent Technologies, Maroc Telecom, Mauritius Telecom, NATCOM (Nigeria), OPT, Orange, Orange Cote d’Ivoire, PCCW, SBIN (La Société Béninoise d’Infrastructures Numériques), Singtel, Sparkle, Tata Communications, Telecom Namibia, Telekom Malaysia, Telkom South Africa, Telstra, Telxius, Verizon, Vodafone",False,False,False,False
sea-h2x,SEA-H2X,2026.0,In service,"5,746 km",telco_consortium,,"China Mobile, China Unicom, Converge ICT",False,False,False,False
sea-us,SEA-US,2017.0,In service,"14,500 km",telco_consortium,,"GTA TeleGuam, Globe Telecom, Hawaiian Telcom, Lightstorm, Telin",False,False,False,False
seacomtata-tgn-eurasia,SEACOM/Tata TGN-Eurasia,2009.0,In service,"15,000 km",telco_consortium,,"SEACOM, Tata Communications",False,False,False,False
sealink,SEALink,2023.0,In service,345 km,telco_consortium,,Alaska Power & Telephone Company Wireless (APTW),False,False,False,False
sealink-south,SEALink South,2024.0,In service,159 km,telco_consortium,,Alaska Power & Telephone Company Wireless (APTW),False,False,False,False
seax-1,SEAX-1,2018.0,In service,250 km,telco_consortium,,SEAX,False,False,False,False
shefa-2,SHEFA-2,2008.0,In service,"1,000 km",telco_consortium,,Shefa,False,False,False,False
sjjk,SJJK,2008.0,In service,543 km,telco_consortium,,XLSmart,False,False,False,False
smpcs-packet-1,SMPCS Packet-1,2015.0,In service,"3,156 km",telco_consortium,,Telkom Indonesia,False,False,False,False
smpcs-packet-2,SMPCS Packet-2,2015.0,In service,"3,498 km",telco_consortium,,Telkom Indonesia,False,False,False,False
sto-hel-one,STO-HEL-One,2008.0,In service,560 km,telco_consortium,,GlobalConnect,False,False,False,False
sx-tasman-express-sx-tx,SX Tasman Express (SX-TX),2028.0,Planned,"2,276 km",telco_consortium,,Southern Cross Cable Network,False,False,False,False
saba-statia-cable-system-sscs,"Saba, Statia Cable System (SSCS)",2013.0,In service,198 km,telco_consortium,,Government of the Netherlands,False,False,False,False
sagres,Sagres,1998.0,In service,302 km,telco_consortium,,Altice Portugal,False,False,False,False
sakhalin-kuril-islands-cable,Sakhalin-Kuril Islands Cable,2019.0,In service,940 km,telco_consortium,,Rostelecom,False,False,False,False
samoa-american-samoa-sas,Samoa-American Samoa (SAS),2009.0,In service,250 km,telco_consortium,,"American Samoa Government, Elandia",False,False,False,False
san-andres-isla-tolu-submarine-cable-sait,San Andres Isla Tolu Submarine Cable (SAIT),2010.0,In service,826 km,telco_consortium,,Energía Integral Andina,False,False,False,False
sape-labuan-bajo-ende-kupang,Sape-Labuan Bajo-Ende-Kupang,2021.0,In service,474 km,telco_consortium,,Moratelindo,False,False,False,False
saudi-arabia-sudan-1-sas-1,Saudi Arabia-Sudan-1 (SAS-1),2003.0,In service,333 km,telco_consortium,,"Sudatel, The Arab Investment Company, center3",False,False,False,False
saudi-arabia-sudan-2-sas-2,Saudi Arabia-Sudan-2 (SAS-2),2011.0,In service,330 km,telco_consortium,,"Sudatel, center3",False,False,False,False
saudi-vision,Saudi Vision,2023.0,In service,"1,071 km",telco_consortium,,center3,False,False,False,False
scandinavian-ring-north,Scandinavian Ring North,2000.0,In service,5 km,telco_consortium,,Arelion,False,False,False,False
scandinavian-ring-south,Scandinavian Ring South,2000.0,In service,21 km,telco_consortium,,Arelion,False,False,False,False
scotland-northern-ireland-3,Scotland-Northern Ireland 3,2022.0,In service,42 km,telco_consortium,,BT,False,False,False,False
scotland-northern-ireland-4,Scotland-Northern Ireland 4,2022.0,In service,85 km,telco_consortium,,BT,False,False,False,False
scylla,Scylla,2021.0,In service,204 km,telco_consortium,,euNetworks,False,False,False,False
seamewe-4,SeaMeWe-4,2005.0,In service,"20,000 km",telco_consortium,,"Algerie Telecom, Bangladesh Submarine Cable Company Limited (BSCCL), Bharti Airtel, National Telecom, Orange, Pakistan Telecommunications Company Ltd., Singtel, Sparkle, Sri Lanka Telecom, Tata Communications, Telecom Egypt, Telekom Malaysia, Tunisia Telecom, Verizon, center3, e&",False,False,False,False
seamewe-5,SeaMeWe-5,2016.0,In service,"20,000 km",telco_consortium,,"Bangladesh Submarine Cable Company Limited (BSCCL), China Mobile, China Telecom, China Unicom, Djibouti Telecom, Myanmar Post and Telecommunication (MPT), Ooredoo, Orange, Singtel, Sparkle, Sri Lanka Telecom, TeleYemen, Telecom Egypt, Telekom Malaysia, Telkom Indonesia, Transworld, center3, du",False,False,False,False
seabras-1,Seabras-1,2017.0,In service,"10,800 km",telco_consortium,,"Seaborn Networks, Sparkle",False,False,False,False
segunda-fos-canal-de-chacao,Segunda FOS Canal de Chacao,2015.0,In service,40 km,telco_consortium,,Grupo Gtd,False,False,False,False
senegal-horn-of-africa-regional-express-share-cable,Senegal Horn of Africa Regional Express (SHARE) Cable,2023.0,In service,720 km,telco_consortium,,Sénégal Numérique SA,False,False,False,False
seychelles-to-east-africa-system-seas,Seychelles to East Africa System (SEAS),2012.0,In service,"1,930 km",telco_consortium,,Seychelles Cable System Ltd.,False,False,False,False
sihanoukville-hong-kong-shv-hk,Sihanoukville-Hong Kong (SHV-HK),2026.0,Planned,"2,938 km",telco_consortium,,Government of Cambodia,False,False,False,False
silphium,Silphium,2013.0,In service,425 km,telco_consortium,,Libya International Telecommunications Company,False,False,False,False
sint-maarten-puerto-rico-network-one-smpr-1,Sint Maarten Puerto Rico Network One (SMPR-1),2004.0,In service,375 km,telco_consortium,,"Dauphin Telecom, TelEm Group",False,False,False,False
sir-abu-nuayr-cable,Sir Abu Nu’ayr Cable,2018.0,In service,84 km,telco_consortium,,e&,False,False,False,False
sirius-north,Sirius North,1999.0,In service,147 km,telco_consortium,,Virgin Media Business,False,False,False,False
sirius-south,Sirius South,1999.0,In service,219 km,telco_consortium,,Virgin Media Business,False,False,False,False
sistem-kabel-rakyat-1malaysia-skr1m,Sistem Kabel Rakyat 1Malaysia (SKR1M),2017.0,In service,"3,800 km",telco_consortium,,"TIME dotCom, Telekom Malaysia",False,False,False,False
skagenfiber-west,Skagenfiber West,2020.0,In service,170 km,telco_consortium,,Midgard Infra,False,False,False,False
skagerrak-4,Skagerrak 4,2014.0,In service,137 km,telco_consortium,,Statnett,False,False,False,False
solas,Solas,1999.0,In service,232 km,telco_consortium,,"Vodafone, eir",False,False,False,False
sorsogon-samar-submarine-fiber-optical-interconnection-project-sssfoip,Sorsogon-Samar Submarine Fiber Optical Interconnection Project (SSSFOIP),2019.0,In service,21 km,telco_consortium,,National Grid Corporation of the Philippines,False,False,False,False
south-america-1-sam-1,South America-1 (SAm-1),2001.0,In service,"25,000 km",telco_consortium,,Telxius,False,False,False,False
south-american-crossing-sac,South American Crossing (SAC),2000.0,In service,"20,000 km",telco_consortium,,"Cirion Technologies, Sparkle",False,False,False,False
south-atlantic-cable-system-sacs,South Atlantic Cable System (SACS),2018.0,In service,"6,165 km",telco_consortium,,Angola Cables,False,False,False,False
south-atlantic-inter-link-sail,South Atlantic Inter Link (SAIL),2020.0,In service,"5,800 km",telco_consortium,,"Camtel, China Unicom",False,False,False,False
south-pacific-cable-system-spcsmistral,South Pacific Cable System (SPCS)/Mistral,2021.0,In service,"7,300 km",telco_consortium,,"América Móvil (Claro), Telxius",False,False,False,False
southern-caribbean-fiber,Southern Caribbean Fiber,2006.0,In service,"3,000 km",telco_consortium,,Digicel,False,False,False,False
southern-cross-cable-network-sccn,Southern Cross Cable Network (SCCN),2000.0,In service,"30,500 km",telco_consortium,,Southern Cross Cable Network,False,False,False,False
southern-cross-next,Southern Cross NEXT,2022.0,In service,"13,700 km",telco_consortium,,Southern Cross Cable Network,False,False,False,False
sovetskaya-gavan-ilyinskoye,Sovetskaya Gavan-Ilyinskoye,2007.0,In service,214 km,telco_consortium,,TTK,False,False,False,False
sovetskaya-gavan-uglegorsk,Sovetskaya Gavan-Uglegorsk,2019.0,In service,127 km,telco_consortium,,Rostelecom,False,False,False,False
st-pierre-and-miquelon-cable,St. Pierre and Miquelon Cable,2018.0,In service,200 km,telco_consortium,,French Authority of St. Pierre and Miquelon,False,False,False,False
st-thomas-st-croix-system,St. Thomas-St. Croix System,1997.0,In service,183 km,telco_consortium,,"Virgin Islands Next Generation Networks, Inc.",False,False,False,False
strategic-evolution-underwater-link-seul,Strategic Evolution Underwater Link (SEUL),2017.0,In service,24 km,telco_consortium,,Belize Telemedia,False,False,False,False
subcan-link-1,Subcan Link 1,2002.0,In service,143 km,telco_consortium,,Cable Submarine de Canarias,False,False,False,False
subcan-link-2,Subcan Link 2,2002.0,In service,136 km,telco_consortium,,Cable Submarine de Canarias,False,False,False,False
submarine-cable-in-the-philippines-scip,Submarine Cable in the Philippines (SCiP),2022.0,In service,"1,638 km",telco_consortium,,DITO Telecommunity,False,False,False,False
sumatera-bangka-cable-system-sbcs,Sumatera Bangka Cable System (SBCS),2014.0,In service,57 km,telco_consortium,,Telkom Indonesia,False,False,False,False
sunoque-i,Sunoque I,1999.0,In service,,telco_consortium,,"Hydro-Québec, Telus",False,False,False,False
sunoque-ii,Sunoque II,1999.0,In service,,telco_consortium,,"Hydro-Québec, Telus",False,False,False,False
sunoque-iii,Sunoque III,2027.0,Planned,125 km,telco_consortium,,"Hydro-Québec, Telus",False,False,False,False
suriname-guyana-submarine-cable-system-sg-scs,Suriname-Guyana Submarine Cable System (SG-SCS),2010.0,In service,"1,249 km",telco_consortium,,"Guyana Telephone and Telegraph (GT&T), Telesur",False,False,False,False
svalbard-undersea-cable-system,Svalbard Undersea Cable System,2004.0,In service,"2,714 km",telco_consortium,,Space Norway,False,False,False,False
sweden-estonia-ee-s-1,Sweden-Estonia (EE-S 1),1995.0,In service,240 km,telco_consortium,,"Arelion, GN Great Nordic, Telia Eesti (formerly Eesti Telekom, EMT, Elion)",False,False,False,False
sweden-latvia,Sweden-Latvia,2005.0,In service,391 km,telco_consortium,,Latvia State Radio and Television Centre,False,False,False,False
sydney-melbourne-adelaide-perth-smap,Sydney-Melbourne-Adelaide-Perth (SMAP),2026.0,In service,"5,000 km",telco_consortium,,SUBCO,False,False,False,False
