site_ID,site_name,latitude_numeric,longitude_numeric,blurred_coordinates,topography_m,freshwater_depth_m,realm_1,realm_2,biome_1,biome_2,functional_group_1,functional_group_2,contributor_comments
1001,ME-PF1,-14.444,49.832,TRUE,292,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Old-growth-forest; coordinates rounded to 3 decimal places
1002,ME-PF2,-14.445,49.829,TRUE,241,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Old-growth-forest; coordinates rounded to 3 decimal places
1003,ME-PF3,-14.442,49.826,TRUE,344,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Old-growth-forest; coordinates rounded to 3 decimal places
1004,ME-PF4,-14.448,49.822,TRUE,307,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Old-growth-forest; coordinates rounded to 3 decimal places
1005,ME-PF5,-14.446,49.822,TRUE,292,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Old-growth-forest; coordinates rounded to 3 decimal places
1006,MT-PF1,-14.44,49.778,TRUE,454,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Old-growth-forest; coordinates rounded to 3 decimal places
1007,MT-PF2,-14.447,49.786,TRUE,348,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Old-growth-forest; coordinates rounded to 3 decimal places
1008,MT-PF3,-14.434,49.772,TRUE,580,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Old-growth-forest; coordinates rounded to 3 decimal places
1009,MT-PF4,-14.435,49.767,TRUE,632,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Old-growth-forest; coordinates rounded to 3 decimal places
1010,MT-PF5,-14.436,49.763,TRUE,701,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Old-growth-forest; coordinates rounded to 3 decimal places
1011,V13-FF,-14.585,49.619,TRUE,609,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Heavily used forest fragment; coordinates rounded to 3 decimal places
1012,V13-HF,-14.583,49.624,TRUE,536,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Herbaceous fallow; coordinates rounded to 3 decimal places
1013,V13-RP,-14.592,49.632,TRUE,488,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",Rice paddy (Terrestrial); coordinates rounded to 3 decimal places
1014,V13-VH,-14.575,49.641,TRUE,819,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Forest-derived vanilla agroforest; coordinates rounded to 3 decimal places
1015,V13-VL,-14.569,49.63,TRUE,644,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1016,V13-VM,-14.588,49.635,TRUE,506,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1017,V13-WF,-14.597,49.628,TRUE,520,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Woody fallow; coordinates rounded to 3 decimal places
1018,V2-FF,-14.098,50.055,TRUE,81,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Heavily used forest fragment; coordinates rounded to 3 decimal places
1019,V2-HF,-14.093,50.044,TRUE,91,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Herbaceous fallow; coordinates rounded to 3 decimal places
1020,V2-RP,-14.085,50.065,TRUE,19,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",Rice paddy (Terrestrial); coordinates rounded to 3 decimal places
1021,V2-VH,-14.1,50.051,TRUE,75,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1022,V2-VL,-14.09,50.053,TRUE,69,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1023,V2-VM,-14.099,50.058,TRUE,38,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1024,V2-WF,-14.092,50.067,TRUE,31,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Woody fallow; coordinates rounded to 3 decimal places
1025,V24-FF,-14.647,49.71,TRUE,557,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Heavily used forest fragment; coordinates rounded to 3 decimal places
1026,V24-HF,-14.631,49.728,TRUE,518,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Herbaceous fallow; coordinates rounded to 3 decimal places
1027,V24-RP,-14.629,49.723,TRUE,351,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",Rice paddy (Terrestrial); coordinates rounded to 3 decimal places
1028,V24-VH,-14.639,49.715,TRUE,352,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1029,V24-VL,-14.633,49.726,TRUE,484,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1030,V24-VM,-14.618,49.724,TRUE,303,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1031,V24-WF,-14.646,49.715,TRUE,441,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Woody fallow; coordinates rounded to 3 decimal places
1032,V25-FF,-13.993,50.067,TRUE,54,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Heavily used forest fragment; coordinates rounded to 3 decimal places
1033,V25-HF,-13.985,50.106,TRUE,10,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Herbaceous fallow; coordinates rounded to 3 decimal places
1034,V25-RP,-13.983,50.095,TRUE,7,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",Rice paddy (Terrestrial); coordinates rounded to 3 decimal places
1035,V25-VH,-13.995,50.08,TRUE,30,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Forest-derived vanilla agroforest; coordinates rounded to 3 decimal places
1036,V25-VL,-13.993,50.093,TRUE,20,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Forest-derived vanilla agroforest; coordinates rounded to 3 decimal places
1037,V25-VM,-13.993,50.089,TRUE,24,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Forest-derived vanilla agroforest; coordinates rounded to 3 decimal places
1038,V25-WF,-13.998,50.069,TRUE,58,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Woody fallow; coordinates rounded to 3 decimal places
1039,V39-FF,-14.845,50.134,TRUE,76,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Heavily used forest fragment; coordinates rounded to 3 decimal places
1040,V39-HF,-14.833,50.15,TRUE,45,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Herbaceous fallow; coordinates rounded to 3 decimal places
1041,V39-RP,-14.837,50.157,TRUE,18,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",Rice paddy (Terrestrial); coordinates rounded to 3 decimal places
1042,V39-VH,-14.848,50.14,TRUE,155,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Forest-derived vanilla agroforest; coordinates rounded to 3 decimal places
1043,V39-VL,-14.836,50.132,TRUE,29,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1044,V39-VM,-14.839,50.128,TRUE,38,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1045,V39-WF,-14.83,50.15,TRUE,37,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Woody fallow; coordinates rounded to 3 decimal places
1046,V40-FF,-13.934,50.038,TRUE,57,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Heavily used forest fragment; coordinates rounded to 3 decimal places
1047,V40-HF,-13.936,50.019,TRUE,37,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Herbaceous fallow; coordinates rounded to 3 decimal places
1048,V40-RP,-13.911,50.011,TRUE,42,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",Rice paddy (Terrestrial); coordinates rounded to 3 decimal places
1049,V40-VH,-13.927,50.044,TRUE,65,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Forest-derived vanilla agroforest; coordinates rounded to 3 decimal places
1050,V40-VL,-13.919,50.04,TRUE,46,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Forest-derived vanilla agroforest; coordinates rounded to 3 decimal places
1051,V40-VM,-13.93,50.041,TRUE,87,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Forest-derived vanilla agroforest; coordinates rounded to 3 decimal places
1052,V40-WF,-13.936,50.033,TRUE,73,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Woody fallow; coordinates rounded to 3 decimal places
1053,V45-FF,-14.551,49.749,TRUE,258,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Heavily used forest fragment; coordinates rounded to 3 decimal places
1054,V45-HF,-14.525,49.745,TRUE,263,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Herbaceous fallow; coordinates rounded to 3 decimal places
1055,V45-RP,-14.542,49.745,TRUE,103,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",Rice paddy (Terrestrial); coordinates rounded to 3 decimal places
1056,V45-VH,-14.532,49.734,TRUE,250,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Forest-derived vanilla agroforest; coordinates rounded to 3 decimal places
1057,V45-VL,-14.555,49.769,TRUE,214,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1058,V45-VM,-14.531,49.738,TRUE,227,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1059,V45-WF,-14.538,49.757,TRUE,181,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Woody fallow; coordinates rounded to 3 decimal places
1060,V47-FF,-13.985,49.948,TRUE,83,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Heavily used forest fragment; coordinates rounded to 3 decimal places
1061,V47-HF,-13.986,49.952,TRUE,61,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Herbaceous fallow; coordinates rounded to 3 decimal places
1062,V47-RP,-13.988,49.963,TRUE,47,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",Rice paddy (Terrestrial); coordinates rounded to 3 decimal places
1063,V47-VH,-13.983,49.947,TRUE,69,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1064,V47-VL,-13.988,49.957,TRUE,68,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1065,V47-VM,-13.984,49.953,TRUE,56,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1066,V47-WF,-13.991,49.954,TRUE,90,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Woody fallow; coordinates rounded to 3 decimal places
1067,V7-FF,-14.596,50.126,TRUE,33,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Heavily used forest fragment; coordinates rounded to 3 decimal places
1068,V7-HF,-14.606,50.13,TRUE,20,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Herbaceous fallow; coordinates rounded to 3 decimal places
1069,V7-RP,-14.617,50.113,TRUE,15,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",Rice paddy (Terrestrial); coordinates rounded to 3 decimal places
1070,V7-VH,-14.63,50.105,TRUE,107,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1071,V7-VL,-14.622,50.103,TRUE,56,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1072,V7-VM,-14.622,50.133,TRUE,25,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1073,V7-WF,-14.61,50.132,TRUE,25,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Woody fallow; coordinates rounded to 3 decimal places
1074,V8-FF,-14.432,50.084,TRUE,131,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",Heavily used forest fragment; coordinates rounded to 3 decimal places
1075,V8-HF,-14.413,50.098,TRUE,18,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Herbaceous fallow; coordinates rounded to 3 decimal places
1076,V8-RP,-14.422,50.083,TRUE,45,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",Rice paddy (Terrestrial); coordinates rounded to 3 decimal places
1077,V8-VH,-14.413,50.086,TRUE,50,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1078,V8-VL,-14.419,50.09,TRUE,43,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1079,V8-VM,-14.418,50.093,TRUE,37,,Terrestrial,"",Intensive land-use biome,"",Plantations,"",Fallow-derived vanilla agroforest; coordinates rounded to 3 decimal places
1080,V8-WF,-14.413,50.089,TRUE,40,,Terrestrial,"",Intensive land-use biome,"",Derived semi-natural pastures and old fields,"",Woody fallow; coordinates rounded to 3 decimal places
1099,MY-GMNP,4.03532,114.8222,FALSE,48,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",""
7281,Kubah National Park,1.61,110.19,FALSE,,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",""
7282,Cat Ba National Park,20.79,106.99,FALSE,,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",""
7283,Cat Tien National Park,11.41,107.45,FALSE,190,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",""
1100,SGL-R1,4.03891,114.81239,FALSE,45,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",""
1101,SGP-R3,4.03509,114.82475,FALSE,45,,Terrestrial,"",Tropical-subtropical forests biome,"",Tropical/Subtropical lowland rainforests,"",""
1102,BEAR,45.77614389,5.7787,FALSE,232,1,Freshwater,"",Rivers and streams biome,"",Large lowland rivers,"",""
1103,GRAN,45.62934639,5.6447,FALSE,216,1,Freshwater,"",Rivers and streams biome,"",Large lowland rivers,"",""
1104,MOIR,45.79092833,5.7825,FALSE,232,1,Freshwater,"",Rivers and streams biome,"",Large lowland rivers,"",""
1105,MORT,45.66720556,5.5914,FALSE,209,1,Freshwater,"",Rivers and streams biome,"",Large lowland rivers,"",""
1106,ROSS,45.63718528,5.6159,FALSE,211,1,Freshwater,"",Rivers and streams biome,"",Large lowland rivers,"",""
1107,VILO,45.63384944,5.6195,FALSE,215,1,Freshwater,"",Rivers and streams biome,"",Large lowland rivers,"",""
1108,ARF1,26.481696,92.7133036,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1109,ARF2,26.4828419,92.7132099,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1110,ARF3,26.3514456,92.6367319,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1111,ARF4,26.3511335,92.6362414,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1112,ARF5,26.3514545,92.6363395,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1113,ARF6,26.3510666,92.6359917,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1114,ARF7,26.3513966,92.6355681,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1115,ARF8,26.3512985,92.6358356,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1116,ARF9,26.4819858,92.7137852,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1117,ARF10,26.4824451,92.7142355,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1118,ARF11,26.4824808,92.7124876,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1119,ARF12,26.4819278,92.7130583,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1120,ARF13,26.4830649,92.7130539,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1121,ARF14,26.1725911,92.7425642,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1122,ARF15,26.1724172,92.7438841,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1123,ARF16,26.1727561,92.7436656,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1124,ARF17,26.1727026,92.7433891,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1125,ARF18,26.1726267,92.7438752,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1126,ARF19,26.3745482,92.5856886,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1127,ARF20,26.3743208,92.5847611,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1128,ARF21,26.3747667,92.5849082,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1129,ARF22,26.3741469,92.5858759,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1130,ARF23,26.3701159,92.6961271,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1131,ARF24,26.3694113,92.6953735,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1132,ARF25,26.3698572,92.6964883,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1133,ARF26,26.3693355,92.6964304,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1134,ARF27,26.3831052,92.5948743,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1135,ARF28,26.3834843,92.5934519,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1136,ARF29,26.3845946,92.5924575,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1137,ARF30,26.3837473,92.5927741,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1138,ARF31,26.382744,92.6013668,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1139,ARF32,26.3824542,92.6021025,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1140,ARF33,26.3815668,92.6794323,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1141,ARF34,26.3817095,92.6789328,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1142,ARF35,26.3814866,92.6790666,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1143,ARF36,26.3808578,92.601184,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1144,ARF37,26.3824364,92.602107,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1145,ARF38,26.3801533,92.6019866,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1146,ARF39,26.3816471,92.602107,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1147,ARF40,26.1726713,92.7442854,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1148,ARF41,26.172542,92.7427916,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1149,ARF42,26.1726847,92.7433356,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1150,ARF43,26.1726758,92.7429254,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1151,ARF44,26.172872,92.7440357,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1152,ARF45,26.172707,92.7445307,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1153,ARF46,26.1686091,92.7411462,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1154,ARF47,26.1677262,92.7414985,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1155,ARF48,26.1673605,92.741766,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1156,ARF49,26.167637,92.742203,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1157,ARF50,26.1691219,92.7408475,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1158,ARF51,26.1689212,92.7412711,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1159,ARF52,26.3835467,92.6814121,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1160,ARF53,26.3840684,92.681149,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1161,ARF54,26.3834976,92.6819695,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1162,ARF55,26.3830696,92.6818179,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1163,ARF56,26.3837518,92.6822504,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1164,ARF57,26.3840952,92.6817242,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1165,ARF58,26.3529483,92.6396348,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1166,ARF59,26.3532248,92.6374766,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1167,ARF60,26.3513208,92.6385691,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1168,ARF61,26.3517042,92.6377486,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1169,ARF62,26.4782312,92.712385,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1170,ARF63,26.4786236,92.7123806,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1171,ARF64,26.4781019,92.7117652,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1172,ARF65,26.3764924,92.5800835,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1173,ARF66,26.3756764,92.580351,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1174,ARF67,26.3777053,92.5801236,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1175,ARF68,26.3781021,92.5791872,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1176,ARF69,26.3840238,92.5925913,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1177,ARF70,26.3849201,92.5939602,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1178,ARF71,26.3815624,92.5935321,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1179,ARF72,26.3848666,92.5927027,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1180,ARF73,26.3835556,92.6814299,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1181,ARF74,26.3840862,92.6817332,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1182,ARF75,26.3828421,92.6808815,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1183,ARF76,26.3830027,92.6802929,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1184,ARF77,26.3830562,92.6818,FALSE,60,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1185,ARF78,26.6505309,92.64387093,FALSE,70,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1186,ARF79,26.65193106,92.6453023,FALSE,70,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1187,ARF80,26.65027227,92.64551188,FALSE,70,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1188,ARF81,26.64979515,92.64204715,FALSE,70,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1189,ARF82,26.65115072,92.64769238,FALSE,70,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1190,ARF83,26.65200241,92.64366135,FALSE,70,,Terrestrial,"",Intensive land-use biome,"",Annual croplands,"",""
1191,Langstone,50.799,-1.018,FALSE,-6,,Marine,"",Marine shelf biome,"",Subtidal mud plains,"",""
1192,WA_Swan_Fremantle,-32.041965,115.752834,FALSE,-13,,Freshwater-Marine,"",Semi-confined transitional waters biome,"",Permanently open riverine estuaries and bays,"",""
1193,WA_Swan_Matilda,-31.972969,115.830299,FALSE,-6,,Freshwater-Marine,"",Semi-confined transitional waters biome,"",Permanently open riverine estuaries and bays,"",""
1194,WA_Swan_Perth,-31.96082,115.852101,FALSE,-6,,Freshwater-Marine,"",Semi-confined transitional waters biome,"",Permanently open riverine estuaries and bays,"",""
1195,WA_Roebuck,-17.9869,122.2928,FALSE,-7,,Marine,"",Marine shelf biome,"",Subtidal sand beds,"",""
28681,WA_Swan_Heirisson,-31.957,115.8869,FALSE,-6,,Freshwater-Marine,"",Semi-confined transitional waters biome,"",Permanently open riverine estuaries and bays,"",""
1196,5001,-39.1683,174.3568,FALSE,183.3,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Oceanic cool temperate rainforests,"",""
1197,5003,-39.1635,174.361,FALSE,111.6,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Oceanic cool temperate rainforests,"",""
1198,5004,-39.167,174.3573,FALSE,151.4,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Oceanic cool temperate rainforests,"",""
1199,5005,-39.1591,174.3551,FALSE,231.1,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Oceanic cool temperate rainforests,"",""
1200,5006,-39.1658,174.3546,FALSE,189.8,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Oceanic cool temperate rainforests,"",""
1201,5007,-39.1571,174.3531,FALSE,212.1,,Terrestrial,"",Temperate-boreal forests and woodlands biome,"",Oceanic cool temperate rainforests,"",""
